Status,Action,Heroes,Loadouts,Code-traced loadouts,Resolved data-model loadouts,Validation
Resolved,ManualKamael,Kamael,8,0,8,Action-specific Lua/graph model plus recovered record fields
Resolved,ManualKatanaSlash:AdmiralReverseSlash,Marina,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualKatanaSlash:AdmiralSlash,Marina,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualKatanaSlash:AdmiralSpinSlash,Marina,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualKatanaSlash:AdmiralThrust,Marina,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualKnight:First,Warrior,4,0,4,Action-specific Lua/graph model plus recovered record fields
Resolved,ManualKnight:Fourth,Warrior,4,0,4,Action-specific Lua/graph model plus recovered record fields
Resolved,ManualKnight:Second,Warrior,4,0,4,Action-specific Lua/graph model plus recovered record fields
Resolved,ManualKnight:Third,Warrior,4,0,4,Action-specific Lua/graph model plus recovered record fields
Resolved,ManualKunoichi:First,Kunoichi,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualKunoichi:Fourth,Kunoichi,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualKunoichi:Second,Kunoichi,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualKunoichi:Third,Kunoichi,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualLadyThief:First,Lady Thief Myth,8,0,8,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualLadyThief:Fourth,Lady Thief Myth,8,0,8,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualLadyThief:Second,Lady Thief Myth,8,0,8,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualLadyThief:Third,Lady Thief Myth,8,0,8,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualLegendaryHero:First,Erina,8,0,8,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualLegendaryHero:Fourth,Erina,8,0,8,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualLegendaryHero:Second,Erina,8,0,8,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualLegendaryHero:Third,Erina,8,0,8,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualLibrarian,Librarian,3,0,3,Shared native action default reconstructed from its attack window
Resolved,ManualLifeguardYuze,Lifeguard Yuze,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualLina:First,Lina,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualLina:Fourth,Lina,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualLina:Second,Lina,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualLina:Third,Lina,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualMaam:First,Maam,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualMaam:Fourth,Maam,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualMaam:Second,Maam,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualMaam:Third,Maam,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualMadScientist,Mad Scientist Myth,18,0,18,Shared native action default reconstructed from its attack window
Resolved,ManualMechaAndroid,Mk.99,3,0,3,Shared native action default reconstructed from its attack window
Resolved,ManualMercenary:First,Mercenary Myth,8,0,8,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualMercenary:Second,Mercenary Myth,8,0,8,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualMercenary:Third,Mercenary Myth,8,0,8,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualMermaid,Mermaid,3,0,3,Shared continuous-stamina runtime formula
Resolved,ManualMilkywayGirl:First,Milkyway Girl,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualMilkywayGirl:Fourth,Milkyway Girl,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualMilkywayGirl:Second,Milkyway Girl,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualMilkywayGirl:Third,Milkyway Girl,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualMissile:TeatanHero,Teatan Hero,8,0,8,Shared native action default reconstructed from its attack window
Resolved,ManualMotorcycleStunt:Manager,Eugene,8,0,8,Shared native action default reconstructed from its attack window
Resolved,ManualMsChrome,Ms Chrome,3,0,3,Shared discrete-stamina runtime formula
Resolved,ManualNecromancer,Noxia,3,0,3,Shared discrete-stamina runtime formula
Resolved,ManualNinjaLeader:First,Ninja Leader,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualNinjaLeader:Second,Ninja Leader,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualNinjaLeader:Third,Ninja Leader,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualPalmStrike:DollGirlLeft,Doll Girl,8,0,8,Recovered native Fixed modifier
Resolved,ManualPalmStrike:DollGirlRight,Doll Girl,8,0,8,Recovered native Fixed modifier
Resolved,ManualPalmStrike:DollGirlTwinStrike,Doll Girl,8,0,8,Recovered native Fixed modifier
Resolved,ManualPandaGirl,Xiaoman,8,0,8,Shared discrete-stamina runtime formula
Resolved,ManualPartyMadPandaBoss,Party Mad Panda,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualParvati:First,Parvati,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualParvati:Fourth,Parvati,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualParvati:Second,Parvati,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualParvati:Third,Parvati,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualPistol,Rachel,8,0,8,Shared native action default reconstructed from its attack window
Resolved,ManualPixyGirl,Pixy Girl,3,0,3,Shared discrete-stamina runtime formula
Resolved,ManualPlagueDoctor:First,Plague Doctor,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualPlagueDoctor:Fourth,Plague Doctor,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualPlagueDoctor:Second,Plague Doctor,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualPlagueDoctor:Third,Plague Doctor,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualPlitvice:RSlash,Plitvice,6,0,6,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualPlitvice:Slash,Plitvice,6,0,6,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualPlitvice:Thrust,Plitvice,6,0,6,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualPopp,Popp,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualPriestess:RSlash,Priestess,3,0,3,Action-specific Lua/graph model plus recovered record fields
Resolved,ManualPriestess:Slash,Priestess,3,0,3,Action-specific Lua/graph model plus recovered record fields
Resolved,ManualPriestess:Stomp,Priestess,3,0,3,Action-specific Lua/graph model plus recovered record fields
Resolved,ManualRecoveryBow:LeafFairy,Aoba,8,0,8,Shared native action default reconstructed from its attack window
Resolved,ManualRedhoodAscent,Redhood Ascent,2,0,2,Shared discrete-stamina runtime formula
Resolved,ManualRifle,Warrior,2,0,2,Shared native action default reconstructed from its attack window
Resolved,ManualRifle:Weak,Rifle Weak,1,0,1,Shared native action default reconstructed from its attack window
Code-traced,ManualRobotTankerRifle,Oghma,3,3,0,Lua one-shot damage and projectile callback
Code-traced,ManualRudolph:First,Rudolph,3,3,0,Lua per-hit schedule; outside the EX distance bonus
Code-traced,ManualRudolph:Second,Rudolph,3,3,0,Lua per-hit schedule; outside the EX distance bonus
Code-traced,ManualRudolph:Third,Rudolph,3,3,0,Lua per-hit schedule; outside the EX distance bonus
Resolved,ManualSaintess,Saintess Myth,8,0,8,Shared discrete-stamina runtime formula
Resolved,ManualSeaWitch,Sea Witch,3,0,3,Shared discrete-stamina runtime formula
Resolved,ManualSecretAgent:First,Anna,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualSecretAgent:Fourth,Anna,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualSecretAgent:Second,Anna,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualSecretAgent:Third,Anna,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualSheepGirl,Sheep Girl,3,0,3,Shared native action default reconstructed from its attack window
Resolved,ManualShuran:First,Shuran,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualShuran:Fourth,Shuran,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualShuran:Second,Shuran,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualShuran:Third,Shuran,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualSlimeMilim:First,Slime Milim,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualSlimeMilim:Fourth,Slime Milim,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualSlimeMilim:Second,Slime Milim,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualSlimeMilim:Thrid,Slime Milim,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualSlimeRimuru:First,Slime Rimuru,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualSlimeRimuru:Fourth,Slime Rimuru,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualSlimeRimuru:Second,Slime Rimuru,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualSlimeRimuru:Third,Slime Rimuru,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualSlimeShuna,Slime Shuna,3,0,3,Shared native action default reconstructed from its attack window
Resolved,ManualSniperRifle:Sniper,Hekate,16,0,16,Shared native action default reconstructed from its attack window
Resolved,ManualSoulpowerGirl,Soulpower Girl,3,0,3,Shared discrete-stamina runtime formula
Resolved,ManualSoundWave:IdolCaptain,Idol Captain Myth,8,0,8,Shared native action default reconstructed from its attack window
Resolved,ManualSoundWave:IdolCaptainEnhance,Idol Captain Myth,8,0,8,Shared native action default reconstructed from its attack window
Resolved,ManualSoundWave:IdolCaptainReverse,Idol Captain Myth,8,0,8,Shared native action default reconstructed from its attack window
Resolved,ManualStark:First,Stark,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualStark:Second,Stark,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualStark:Third,Stark,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualStoreAngel,Gabriel,8,0,8,Shared discrete-stamina runtime formula
Resolved,ManualStreamerGirl,Ruri,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualSummerAmy:First,Summer Amy,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualSummerAmy:Fourth,Summer Amy,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualSummerAmy:Second,Summer Amy,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualSummerAmy:Third,Summer Amy,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualSummerAndroid,Summer Android Myth,8,0,8,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualSummerLoraine,Summer Loraine,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualSummerShapira:First,Summer Shapira,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualSummerShapira:Fourth,Summer Shapira,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualSummerShapira:Second,Summer Shapira,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualSummerShapira:Third,Summer Shapira,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Code-traced,ManualSunyeo,Sunyeo Myth,8,8,0,Source-traced direct-damage or no-damage path
Resolved,ManualSurferSohee:First,Surfer Sohee,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualSurferSohee:Second,Surfer Sohee,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualSurferSohee:Third,Surfer Sohee,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Code-traced,ManualTankerAscent,Tanker Ascent,2,2,0,Lua one-hit collision cap and DPS coefficient
Resolved,ManualThrustCombo:SteamPrincess,Steam Princess,8,0,8,Recovered native Fixed modifier
Resolved,ManualTwinsAndroid,Nifty,8,0,8,Shared discrete-stamina runtime formula
Resolved,ManualUptownLancerGirl,Uptown Lancer Girl,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualUptownLancerGirl2:First,Uptown Lancer Girl,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualUptownLancerGirl2:FourthWeak,Uptown Lancer Girl,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualUptownLancerGirl2:Second,Uptown Lancer Girl,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualVampireCaptain,Vampire Captain,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualVampireLord,Vampire Lord,3,0,3,Shared discrete-stamina runtime formula
Resolved,ManualVampireNoble,Vampire Noble Ascent,8,0,8,Shared native action default reconstructed from its attack window
Resolved,ManualVampireNoble:Ascent,Vampire Noble Ascent,2,0,2,Shared native action default reconstructed from its attack window
Resolved,ManualViking:RSlash,Viking,8,0,8,Action-specific Lua/graph model plus recovered record fields
Resolved,ManualViking:Slash,Viking,8,0,8,Action-specific Lua/graph model plus recovered record fields
Resolved,ManualViking:Stomp,Viking,8,0,8,Action-specific Lua/graph model plus recovered record fields
Resolved,ManualVillainAndroid,Villain Android,3,0,3,Shared native action default reconstructed from its attack window
Resolved,ManualWatcher,Watcher,3,0,3,Shared discrete-stamina runtime formula
Resolved,ManualWeakBasket,Librarian,3,0,3,Shared native action default reconstructed from its attack window
Resolved,ManualWeaponBoomerang:Maid,Amy,8,0,8,Recovered native Fixed modifier
Resolved,ManualWeaponThrowing,Knightcaptain,8,0,8,Shared native action default reconstructed from its attack window
Resolved,ManualWhiteBeast:Slash,White Beast,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualWhiteBeast:Stomp,White Beast,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualWhiteBeast:Thrust,White Beast,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualWhiteDruid:First,White Druid,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualWhiteDruid:Second,White Druid,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualWhiteDruid:Third,White Druid,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualXellos:First,Xellos,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualXellos:Fourth,Xellos,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualXellos:Second,Xellos,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualXellos:Third,Xellos,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,MythAdelaNoble,Adela Noble Myth,2,0,2,Recovered aggregate TotalDpsMult field
Resolved,MythDokkaebi,Dokkaebi Myth,2,0,2,Recovered aggregate TotalDpsMult field
Resolved,MythEugene,Eugene,2,0,2,Recovered aggregate TotalDpsMult field
Resolved,MythIdolCaptain,Idol Captain Myth,2,0,2,Recovered aggregate TotalDpsMult field
Resolved,MythInvaderKnight,Beth,2,0,2,Recovered aggregate TotalDpsMult field
Resolved,MythKamael,Kamael,2,0,2,Recovered aggregate TotalDpsMult field
Resolved,MythLadyThief,Lady Thief Myth,2,0,2,Recovered aggregate TotalDpsMult field
Resolved,MythMermaidSpy,J,2,0,2,Recovered aggregate TotalDpsMult field
Resolved,MythPandaGirl,Xiaoman,2,0,2,Recovered aggregate TotalDpsMult field
Resolved,MythSaintess,Saintess Myth,2,0,2,Recovered aggregate TotalDpsMult field
Resolved,MythStoreAngel,Gabriel,2,0,2,Recovered aggregate TotalDpsMult field
Resolved,MythSummerAndroid,Summer Android Myth,2,0,2,Recovered aggregate TotalDpsMult field
Resolved,MythSummerRie,Summer Rie Myth,2,0,2,Recovered aggregate TotalDpsMult field
Resolved,MythVillainRedhood,Villain Redhood Myth,2,0,2,Recovered aggregate TotalDpsMult field
Resolved,MythWrestler,Wrestler Myth,2,0,2,Recovered aggregate TotalDpsMult field
Code-traced,No direct normal action,China Hero Ascent; Gnome; Rifle Weak; Warrior,9,9,0,Compatible style exposes no direct normal attack
Retired placeholder,Normal attack (unresolved),China Hero Ascent; Gnome; Rifle Weak; Warrior,9,0,0,Retired placeholder: the compatible style exposes no direct normal-damage action
Resolved,OnehandBackSlash:Knight,Steam Princess,8,0,8,Recovered native Fixed modifier
Resolved,OnehandBackSlash:Tanker,Tanker Ascent,8,0,8,Recovered native Fixed modifier
Resolved,OnehandBackSlash:TankerAscent,Tanker Ascent,2,0,2,Recovered native Fixed modifier
Resolved,OnehandShieldBash:Tanker,Tanker Ascent,8,0,8,Recovered native Fixed modifier
Resolved,OnehandSlash:Knight,Steam Princess,8,0,8,Recovered native Fixed modifier
Resolved,OnehandSlash:Tanker,Tanker Ascent,8,0,8,Recovered native Fixed modifier
Resolved,OnehandSlash:TankerAscent,Tanker Ascent,2,0,2,Recovered native Fixed modifier
Resolved,OnehandStinger:Tanker,Tanker Ascent,10,0,10,Recovered native Fixed modifier
Resolved,PlitviceSupport,Plitvice,6,0,6,Action-specific Lua/graph model plus recovered record fields
Resolved,ProjectileSupport:BattleBallGirl,Rie,16,0,16,Recovered aggregate TotalDpsMult field
Resolved,ProjectileSupport:GhostBuster,Ghost Buster,8,0,8,Recovered aggregate TotalDpsMult field
Resolved,ProjectileSupport:Pirate,Rachel,8,0,8,Recovered aggregate TotalDpsMult field
Resolved,RedhoodSupport,Redhood Ascent,10,0,10,Recovered explosion DPS field
Resolved,RobotTankerSupport,Oghma,6,0,6,Recovered aggregate TotalDpsMult field
Resolved,RoleBakeneko,Bakeneko Myth,8,6,2,Recovered DpsMultiplier field; Source path contains no direct damage event
Resolved,RoleBoatracingGirl,Boatracing Girl,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,RoleCaptainRabbit,Captain Rabbit,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,RoleChinaChef,Lynn,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Code-traced,RoleChinaHeroAscent,China Hero Ascent,3,3,0,Lua role/ascent option gates and one initial area hit
Resolved,RoleCyborgMonk,Cyborg Monk,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,RoleDemonCeo,Demon Ceo,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Code-traced,RoleDemonEngineer,Demon Engineer,3,3,0,Source path contains no direct damage event
Resolved,RoleDemonGovernor,Demon Governor,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Code-traced,RoleDemonInspector,Demon Inspector,3,3,0,Source path contains no direct damage event
Code-traced,RoleDemonOperator,Demon Operator,3,3,0,Source path contains no direct damage event
Resolved,RoleDemonPowergirl,Demon Powergirl,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,RoleDemonSlayer,Andras,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Code-traced,RoleDesertArrow:DancingArcher,Tinia,3,3,0,Source path contains no direct damage event
Resolved,RoleDesertelfHunter,Desertelf Hunter,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,RoleDokkaebi,Dokkaebi Myth,8,0,8,Recovered ModifierBase passed to the shared DPS helper
Code-traced,RoleExorcistGirl,Exorcist Girl,3,3,0,Source path contains no direct damage event
Resolved,RoleFallenQueen,Fallen Queen Myth,8,0,8,Recovered ModifierBase passed to the shared DPS helper
Code-traced,RoleFestivalGirl,Festival Girl,3,3,0,Source path contains no direct damage event
Code-traced,RoleFireHarpy,Fire Harpy Myth,8,8,0,Source path contains no direct damage event
Resolved,RoleFrieren,Frieren,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Code-traced,RoleFutureKnight,Future Knight,3,3,0,Source path contains no direct damage event
Code-traced,RoleFuturePrincess,Future Princess,3,3,0,Source path contains no direct damage event
Resolved,RoleGoatGirl,Goat Girl,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Code-traced,RoleGuardianAngel,Guardian Angel,3,3,0,Source path contains no direct damage event
Code-traced,RoleHalfVampire,Half Vampire,3,3,0,Source path contains no direct damage event
Resolved,RoleHealLaser:DemonBrother,Demon Brother,8,0,8,Recovered ModifierBase passed to the shared DPS helper
Resolved,RoleHookTaunt:Admiral,Marina,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,RoleInnuitAscent,Innuit Ascent,2,0,2,Recovered ModifierBase passed to the shared DPS helper
Resolved,RoleInvaderKnightMyth,Beth,2,0,2,Recovered ModifierBase passed to the shared DPS helper
Code-traced,RoleJadeShaman,Jade Shaman,3,3,0,Source path contains no direct damage event
Code-traced,RoleKunoichi,Kunoichi,3,3,0,Source path contains no direct damage event
Resolved,RoleLegendaryHero,Erina,8,0,8,Recovered ModifierBase passed to the shared DPS helper
Code-traced,RoleLibrarian,Librarian,3,3,0,Source path contains no direct damage event
Resolved,RoleLina,Lina,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Code-traced,RoleMaam,Maam,3,3,0,Source path contains no direct damage event
Code-traced,RoleMaiden,Maiden,8,8,0,Lua EX-gated damage and per-target hit deduplication
Resolved,RoleMercenary,Mercenary Myth,8,0,8,Recovered ModifierBase passed to the shared DPS helper
Code-traced,RoleMermaid,Mermaid,3,3,0,Source path contains no direct damage event
Resolved,RoleMilkywayGirl,Milkyway Girl,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Code-traced,RoleMsChrome,Ms Chrome,3,3,0,Source path contains no direct damage event
Code-traced,RoleNecromancer,Noxia,3,3,0,Source path contains no direct damage event
Resolved,RoleNinjaLeader,Ninja Leader,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Code-traced,RolePartyMadPanda,Party Mad Panda,3,3,0,Source path contains no direct damage event
Resolved,RoleParvati,Parvati,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,RolePixyGirl,Pixy Girl,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,RolePopp,Popp,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Code-traced,RolePriestess,Priestess,3,3,0,Source path contains no direct damage event
Resolved,RoleRedhoodAscent,Redhood Ascent,2,0,2,Recovered ModifierBase passed to the shared DPS helper
Resolved,RoleRudolph,Rudolph,4,0,4,Recovered ModifierBase passed to the shared DPS helper
Code-traced,RoleSaintess,Saintess Myth,8,8,0,Source path contains no direct damage event
Code-traced,RoleSeaWitch,Sea Witch,3,3,0,Source path contains no direct damage event
Resolved,RoleSheepGirl,Sheep Girl,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Code-traced,RoleShuran,Shuran,3,3,0,Source path contains no direct damage event
Resolved,RoleSlimeMilim,Slime Milim,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,RoleSlimeRimuru,Slime Rimuru,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Code-traced,RoleSlimeShuna,Slime Shuna,3,3,0,Source path contains no direct damage event
Code-traced,RoleSoulpowerGirl,Soulpower Girl,3,3,0,Source path contains no direct damage event
Resolved,RoleStreamerGirl,Ruri,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Code-traced,RoleSummerAmy,Summer Amy,3,3,0,Source path contains no direct damage event
Resolved,RoleSummerAndroid,Summer Android Myth,8,0,8,Recovered ModifierBase passed to the shared DPS helper
Resolved,RoleSummerShapira,Summer Shapira,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Code-traced,RoleSunyeo,Sunyeo Myth,8,8,0,Source-traced direct-damage or no-damage path
Code-traced,RoleTacticalShield:RobotTanker,Oghma,3,3,0,Lua action has no direct damage operation
Code-traced,RoleTwinsAndroid,Nifty,8,8,0,Source path contains no direct damage event
Code-traced,RoleValentineAmeris,Valentine Ameris,3,3,0,Source path contains no direct damage event
Resolved,RoleVampireCaptain,Vampire Captain,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Code-traced,RoleVampireNobleAscent,Vampire Noble Ascent,2,2,0,Source path contains no direct damage event
Code-traced,RoleWatcher,Watcher,3,3,0,Source path contains no direct damage event
Code-traced,RoleWhiteDruid,White Druid,3,3,0,Source path contains no direct damage event
Code-traced,RoleXellos,Xellos,3,3,0,Lua action has no direct damage operation
Code-traced,RoundAggro:DollGirl,Doll Girl,8,8,0,Source path contains no direct damage event
Code-traced,RoundAggro:Tanker,Tanker Ascent,10,10,0,Source path contains no direct damage event
Code-traced,RoundBuff:SteamPrincess,Steam Princess,8,8,0,Source path contains no direct damage event
Resolved,Sequence:BombBullet,Hekate; Rifle Weak; Warrior,11,0,11,Resolved sequence to SeqExplosionProj:BombBullet
Resolved,SingleTargetAggro:DemonSister,Demon Sister,8,0,8,Recovered DpsMultiplier field
Code-traced,SingleTargetHeal:LeafFairy,Aoba,8,8,0,Source path contains no direct damage event
Resolved,SniperSupport,Hekate,16,0,16,Recovered aggregate TotalDpsMult field
Resolved,SummonObjectSupport:DollGirl,Doll Girl,8,0,8,Action-specific Lua/graph model plus recovered record fields
Resolved,SurvivorSupport,Survivor,8,0,8,Action-specific Lua/graph model plus recovered record fields
Resolved,SwindlerSupport,Dolf,8,0,8,Action-specific Lua/graph model plus recovered record fields
Resolved,TankerSupport:Admiral,Marina,3,0,3,Action-specific Lua/graph model plus recovered record fields
Resolved,TeatanHeroSupport,Teatan Hero,8,0,8,Action-specific Lua/graph model plus recovered record fields
Code-traced,Temp,Party Mad Panda; Watcher,6,6,0,Source path contains no direct damage event
Resolved,TwohandBackSlash:Knight,Future Knight; Rudolph; Succubus; Warrior,16,0,16,Shared native action default reconstructed from its attack window
Resolved,TwohandBackSlash:Maid,Amy,8,0,8,Shared native action default reconstructed from its attack window
Resolved,TwohandBackSlash:SteamKnight,Steam Knight,8,0,8,Shared native action default reconstructed from its attack window
Resolved,TwohandSlash:Knight,Future Knight; Rudolph; Succubus; Warrior,16,0,16,Shared native action default reconstructed from its attack window
Resolved,TwohandSlash:Maid,Amy,8,0,8,Shared native action default reconstructed from its attack window
Resolved,TwohandSlash:SteamKnight,Steam Knight,8,0,8,Shared native action default reconstructed from its attack window
Resolved,TwohandSpinningSlash:SteamKnight,Steam Knight,8,0,8,Shared native action default reconstructed from its attack window
Resolved,TwohandStomp:Knight,Future Knight; Rudolph; Warrior,8,0,8,Shared native action default reconstructed from its attack window
Resolved,WitchCocoSupport,Witch Coco,3,0,3,Action-specific Lua/graph model plus recovered record fields
